									ibt-024	ibt-023	ibt-001	ibt-002	ibt-009	ibt-003	ibt-022	ibt-005	ibt-006	ibt-008	ibt-013	ibt-034	ibt-034-1	ibt-029-1	ibt-090	ibt-028	ibt-035	ibt-036	ibt-037	ibt-038	ibt-039	ibt-040	ibt-032	ibt-032-1	ibt-027	ibt-041	ibt-042	ibt-043	ibt-049	ibt-049-1	ibt-046	ibt-046-1	ibt-045	ibt-050	ibt-051	ibt-052	ibt-053	ibt-054	ibt-055	ibt-048	ibt-048-1	ibt-044	ibt-056	ibt-058	ibt-059	ibt-061	ibt-061-1	ibt-072	ibt-075	ibt-076	ibt-077	ibt-078	ibt-080	ibt-070	ibt-081	ibt-082	ibt-096a	ibt-099a	ibt-104	ibt-099	ibt-099-1	ibt-102	ibt-103	ibt-111	ibt-111-1	ibt-116	ibt-116-1	ibt-117	ibt-117-1	ibt-118	ibt-119	ibt-188	ibt-109	ibt-109-1	ibt-112	ibt-112-1	ibt-108	ibt-108-1	ibt-115	ibt-115-1	ibt-126	ibt-129	ibt-130	ibt-131	ibt-131-1	ibt-153	ibt-151	ibt-152	ibt-166	ibt-166-1	ibt-167	ibt-160	ibt-161	ibt-146	ibt-146-1	ibt-149	ibt-150	ibt-147a	ibt-147	ibt-147-1	ibt-148
									Specification identifier	Business process type	Invoice number 	Invoice issue date 	Payment due date 	Invoice type code 	Invoice note	Invoice currency code	Tax accounting currency.	TAX point date code	Purchase order reference	Seller electronic address	Scheme identifier	Scheme identifier	Bank assigned creditor identifier	Seller trading name	Seller address line 1 	Seller address line 2	Seller city	Seller post code	Seller country subdivision 	Seller country code 	Seller TAX registration identifier	Tax Scheme	Seller name	Seller contact point 	Seller contact telephone number	Seller contact email address	Buyer electronic address	Scheme identifier	Buyer identifier 	Scheme identifier	Buyer trading name	Buyer address line 1 	Buyer address line 2	Buyer city	Buyer post code	Buyer country subdivision 	Buyer country code 	Buyer TAX identifier	Tax Scheme	Buyer name 	Buyer contact point 	Buyer contact email address	Payee name 	Payee legal registration identifier	Scheme identifier	Actual delivery date	Deliver to address line 1 	Deliver to address line 2	Deliver to city	Deliver to post code	Deliver to country code 	Deliver to party name	Payment means type code	Payment means text	Tax Scheme	Charge indicator	Document level charge reason	Document level charge amount	Currency code	Document level charge TAX category code	Document level charge TAX rate	Invoice total TAX amount in accounting currency	Currency code	TAX category taxable amount	Currency code	TAX category tax amount	Currency code	TAX category code 	TAX category rate	Tax Scheme	Invoice total amount without TAX	Currency code	Invoice total amount with TAX	Currency code	Sum of charges on document level	Currency code	Amount due for payment	Currency code	Invoice line identifier	Invoiced quantity	Invoiced quantity unit of measure code	Invoice line net amount 	Currency code	Item name 	Invoiced item TAX category code	Invoiced item TAX rate	Unit TAX	Currency code	Tax Scheme	Item attribute name	Item attribute value 	Item net price	Currency code	Item price base quantity	Item price base quantity unit of measure code	Charge indicator	Item price discount	Currency code	Item gross price
									/Invoice/cbc:CustomizationID	/Invoice/cbc:ProfileID	/Invoice/cbc:ID	/Invoice/cbc:IssueDate	/Invoice/cbc:DueDate	/Invoice/cbc:InvoiceTypeCode	/Invoice/cbc:Note	/Invoice/cbc:DocumentCurrencyCode	/Invoice/cbc:TaxCurrencyCode	/Invoice/cac:InvoicePeriod/cbc:DescriptionCode	/Invoice/cac:OrderReference/cbc:ID	/Invoice/cac:AccountingSupplierParty/cac:Party/cbc:EndpointID	/Invoice/cac:AccountingSupplierParty/cac:Party/cbc:EndpointID/@schemeID	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification/cbc:ID/@schemeID	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyIdentification/cbc:ID	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyName/cbc:Name	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:StreetName	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CityName	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:PostalZone	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PostalAddress/cac:Country/cbc:IdentificationCode	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Name	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:Telephone	/Invoice/cac:AccountingSupplierParty/cac:Party/cac:Contact/cbc:ElectronicMail	/Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID	/Invoice/cac:AccountingCustomerParty/cac:Party/cbc:EndpointID/@schemeID	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyIdentification/cbc:ID/@schemeID	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyName/cbc:Name	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:StreetName	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:AdditionalStreetName	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CityName	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:PostalZone	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cbc:CountrySubentity	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PostalAddress/cac:Country/cbc:IdentificationCode	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cbc:CompanyID	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyTaxScheme/cac:TaxScheme/cbc:ID	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:PartyLegalEntity/cbc:RegistrationName	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:Name	/Invoice/cac:AccountingCustomerParty/cac:Party/cac:Contact/cbc:ElectronicMail	/Invoice/cac:PayeeParty/cac:PartyName/cbc:Name	/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyID	/Invoice/cac:PayeeParty/cac:PartyLegalEntity/cbc:CompanyID/@schemeID	/Invoice/cac:Delivery/cbc:ActualDeliveryDate	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:StreetName	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:AdditionalStreetName	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:CityName	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cbc:PostalZone	/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country/cbc:IdentificationCode	/Invoice/cac:Delivery/cac:DeliveryParty/cac:PartyName/cbc:Name	/Invoice/cac:PaymentMeans/cbc:PaymentMeansCode	/Invoice/cac:PaymentMeans/cbc:PaymentMeansCode/@name	/Invoice/cac:AllowanceCharge/cac:TaxCategory/cac:TaxScheme/cbc:ID	/Invoice/cac:AllowanceCharge/cbc:ChargeIndicator	/Invoice/cac:AllowanceCharge/cbc:AllowanceChargeReason	/Invoice/cac:AllowanceCharge/cbc:Amount	/Invoice/cac:AllowanceCharge/cbc:Amount/@currencyID	/Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:ID	/Invoice/cac:AllowanceCharge/cac:TaxCategory/cbc:Percent	/Invoice/cac:TaxTotal/cbc:TaxAmount	/Invoice/cac:TaxTotal/cbc:TaxAmount/@currencyID	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount/@currencyID	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount/@currencyID	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:ID	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent	/Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID	/Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount	/Invoice/cac:LegalMonetaryTotal/cbc:TaxExclusiveAmount/@currencyID	/Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount	/Invoice/cac:LegalMonetaryTotal/cbc:TaxInclusiveAmount/@currencyID	/Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount	/Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount/@currencyID	/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount	/Invoice/cac:LegalMonetaryTotal/cbc:PayableAmount/@currencyID	/Invoice/cac:InvoiceLine/cbc:ID	/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity	/Invoice/cac:InvoiceLine/cbc:InvoicedQuantity/@unitCode	/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount	/Invoice/cac:InvoiceLine/cbc:LineExtensionAmount/@currencyID	/Invoice/cac:InvoiceLine/cac:Item/cbc:Name	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:ID	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:Percent	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:PerUnitAmount	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:PerUnitAmount/@currencyID	/Invoice/cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cac:TaxScheme/cbc:ID	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Name	/Invoice/cac:InvoiceLine/cac:Item/cac:AdditionalItemProperty/cbc:Value	/Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount	/Invoice/cac:InvoiceLine/cac:Price/cbc:PriceAmount/@currencyID	/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity	/Invoice/cac:InvoiceLine/cac:Price/cbc:BaseQuantity/@unitCode	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:ChargeIndicator	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:Amount	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:Amount/@currencyID	/Invoice/cac:InvoiceLine/cac:Price/cac:AllowanceCharge/cbc:BaseAmount
------	-	------	-	ibg-00_------_-_------_-	1000_0000_-_0000_-			ibg-00_------_------	urn:cen.eu:en16931:2017#compliant#urn:fdc:peppol.eu:2017:poacc:billing:3.0	urn:fdc:peppol.eu:2017:poacc:billing:01:1.0	000016	2003-03-04	2003-03-20	380																																																																																																
------	-	------	-	ibg-00_------_-_------_-	1000_0000_-_0000_-			ibg-00_------_------								JPY	JPY	3	AA-123-AA																																																																																											
ibg-01	0	------	-	ibg-00_ibg-01_0_------_-	1000_1080_0_0000_-	INVOICE NOTE		ibg-00_ibg-01_------							注：＃印は軽減税率対象商品																																																																																															
ibg-04	-	------	-	ibg-00_ibg-04_-_------_-	1000_1390_-_0000_-	SELLER		ibg-00_ibg-04_------												(Open Peppolが発行したID)	0088	(発番機関)	(企業が割り当てた値)	株式会社 ○○商事	四谷4-29-X	〇〇商事ビル	新宿区	〒160-0044	東京都	JP	T1234567890123	CST	株式会社 ○○商事	青木　志郎	03-3xxx-0001	shirou_aoki@〇〇co.jp																																																																										
ibg-07	-	------	-	ibg-00_ibg-07_-_------_-	1000_1690_-_0000_-	BUYER 		ibg-00_ibg-07_------																													(Open Peppolが発行したID)	0088	(企業が割り当てた値)	(発番機関)	株式会社 藤山物産	北区	北十二条西76-X	札幌市	001-0012	北海道	JP	T〇〇〇〇	CST	株式会社 藤山物産 札幌支社	株式会社 藤山物産 札幌支社	purchaser@fujiyamabussan.co.jp																																																										
ibg-10	-	------	-	ibg-00_ibg-10_-_------_-	1000_1940_-_0000_-	PAYEE		ibg-00_ibg-10_------																																													株式会社 ○○商事	(企業が割り当てた値)	(コードの種類)																																																							
ibg-13	-	------	-	ibg-00_ibg-13_-_------_-	1000_2130_-_0000_-	DELIVERY INFORMATION		ibg-00_ibg-13_------																																																2021-03-04	北海道札幌市北区	北十二条西76-X	北海道札幌市	001-0012	JP	株式会社 藤山物産 札幌支社																																																
ibg-16	0	------	-	ibg-00_ibg-16_0_------_-	1000_2260_0_0000_-	PAYMENT INSTRUCTIONS		ibg-00_ibg-16_------																																																							30	Credit transfer																																														
ibg-20	0	------	-	ibg-00_ibg-20_0_------_-	1000_2630_0_0000_-	DOCUMENT LEVEL ALLOWANCES		ibg-00_ibg-20_------																																																									CST																																													
ibg-21	0	------	-	ibg-00_ibg-21_0_------_-	1000_2750_0_0000_-	DOCUMENT LEVEL CHARGES		ibg-00_ibg-21_------																																																										1	諸掛	17700	JPY	S	10																																							
ibg-39	-	------	-	ibg-00_ibg-39_-_------_-	1000_2870_-_0000_-	INVOICE TOTAL TAX		ibg-00_ibg-39_------																																																																11970	JPY																																					
ibg-23	1	------	-	ibg-00_ibg-23_1_------_-	1000_2920_1_0000_-	TAX BREAKDOWN		ibg-00_ibg-23_------																																																																		40000	JPY	3200	JPY	AA	8	CST																														
ibg-22	-	------	-	ibg-00_ibg-22_-_------_-	1000_3020_-_0000_-	DOCUMENT TOTALS		ibg-00_ibg-22_------																																																																									127700	JPY	139670	JPY	17700	JPY	139670	JPY																						
ibg-25	0	------	-	ibg-00_ibg-25_0_------_-	1000_3190_0_0000_-	INVOICE LINE		ibg-00_ibg-25_------																																																																																	10	1000	EA	30000	JPY																	
ibg-25	0	ibg-31	-	ibg-00_ibg-25_0_ibg-31_-	1000_3190_0_3540_-	INVOICE LINE	ITEM INFORMATION	ibg-00_ibg-25_ibg-31																																																																																						原稿用紙(A4)																
ibg-25	0	ibg-30	0	ibg-00_ibg-25_0_ibg-30_0	1000_3190_0_3590_0	INVOICE LINE	LINE TAX INFORMATION	ibg-00_ibg-25_ibg-30																																																																																							S	10	30	JPY	CST											
ibg-25	0	ibg-32	0	ibg-00_ibg-25_0_ibg-32_0	1000_3190_0_3730_0	INVOICE LINE	ITEM ATTRIBUTES	ibg-00_ibg-25_ibg-32																																																																																												数量単位	枚									
ibg-25	0	ibg-29	-	ibg-00_ibg-25_0_ibg-29_-	1000_3190_0_3760_-	INVOICE LINE	PRICE DETAILS	ibg-00_ibg-25_ibg-29																																																																																														30	JPY	1	EA					
ibg-25	1	------	-	ibg-00_ibg-25_1_------_-	1000_3190_1_0000_-	INVOICE LINE		ibg-00_ibg-25_------																																																																																	20	10	EA	40000	JPY																	
ibg-25	1	ibg-31	-	ibg-00_ibg-25_1_ibg-31_-	1000_3190_1_3540_-	INVOICE LINE	ITEM INFORMATION	ibg-00_ibg-25_ibg-31																																																																																						XX新聞																
ibg-25	1	ibg-30	0	ibg-00_ibg-25_1_ibg-30_0	1000_3190_1_3590_0	INVOICE LINE	LINE TAX INFORMATION	ibg-00_ibg-25_ibg-30																																																																																							AA	8	320	JPY	CST											
ibg-25	1	ibg-32	0	ibg-00_ibg-25_1_ibg-32_0	1000_3190_1_3730_0	INVOICE LINE	ITEM ATTRIBUTES	ibg-00_ibg-25_ibg-32																																																																																												数量単位	部									
ibg-25	1	ibg-29	-	ibg-00_ibg-25_1_ibg-29_-	1000_3190_1_3760_-	INVOICE LINE	PRICE DETAILS	ibg-00_ibg-25_ibg-29																																																																																														4000	JPY	1	EA					
ibg-25	2	------	-	ibg-00_ibg-25_2_------_-	1000_3190_2_0000_-	INVOICE LINE		ibg-00_ibg-25_------																																																																																	30	1	EA	55000	JPY																	
ibg-25	2	ibg-31	-	ibg-00_ibg-25_2_ibg-31_-	1000_3190_2_3540_-	INVOICE LINE	ITEM INFORMATION	ibg-00_ibg-25_ibg-31																																																																																						回転椅子　K																
ibg-25	2	ibg-30	0	ibg-00_ibg-25_2_ibg-30_0	1000_3190_2_3590_0	INVOICE LINE	LINE TAX INFORMATION	ibg-00_ibg-25_ibg-30																																																																																							S	10	4000	JPY	CST											
ibg-25	2	ibg-32	0	ibg-00_ibg-25_2_ibg-32_0	1000_3190_2_3730_0	INVOICE LINE	ITEM ATTRIBUTES	ibg-00_ibg-25_ibg-32																																																																																												数量単位	個									
ibg-25	2	ibg-29	-	ibg-00_ibg-25_2_ibg-29_-	1000_3190_2_3760_-	INVOICE LINE	PRICE DETAILS	ibg-00_ibg-25_ibg-29																																																																																														40000	JPY	1	EA	0	10000	JPY	50000	JPY
